,user_id,timestamp,landing_page,converted,group
219458,651534,2017-01-05 06:43:27.366420,new_page,1,treatment
246132,715823,2017-01-13 04:08:56.646494,new_page,1,treatment
271385,759802,2017-01-05 07:01:12.791891,new_page,1,treatment
115146,905880,2017-01-24 01:24:39.685662,new_page,1,treatment
165045,797829,2017-01-05 10:23:26.252009,new_page,1,treatment
48113,811178,2017-01-17 09:02:44.029575,new_page,1,treatment
112962,824986,2017-01-05 15:41:35.293376,new_page,1,treatment
232389,842075,2017-01-04 08:59:13.022690,new_page,1,treatment
287653,658976,2017-01-16 07:09:15.990155,new_page,1,treatment
74103,664814,2017-01-07 13:22:36.919674,new_page,1,treatment
143849,633356,2017-01-18 22:12:08.671458,new_page,1,treatment
107280,849284,2017-01-05 12:33:53.923063,new_page,1,treatment
176000,850097,2017-01-02 16:25:46.232976,new_page,1,treatment
114434,940660,2017-01-11 13:44:03.043272,new_page,1,treatment
81258,782721,2017-01-20 12:58:07.577219,new_page,1,treatment
100325,644811,2017-01-08 04:51:56.049638,new_page,1,treatment
166686,688380,2017-01-23 03:21:55.025520,new_page,1,treatment
201874,904412,2017-01-10 21:33:57.078397,new_page,1,treatment
147193,925630,2017-01-20 09:16:12.218178,old_page,1,treatment
70888,906924,2017-01-07 00:32:30.532173,new_page,1,treatment
277940,662874,2017-01-24 04:42:48.305403,new_page,1,treatment
283165,776950,2017-01-12 19:24:52.518193,new_page,1,treatment
230588,631432,2017-01-14 17:11:40.295857,new_page,1,treatment
193181,691111,2017-01-13 13:33:52.768533,new_page,1,treatment
210637,688855,2017-01-15 07:18:41.574366,new_page,1,treatment
5762,919105,2017-01-09 22:35:07.710371,new_page,1,treatment
215959,776336,2017-01-15 15:46:33.014006,new_page,1,treatment
156098,895545,2017-01-22 11:55:17.890853,new_page,1,treatment
229234,912076,2017-01-10 00:10:53.223121,new_page,1,treatment
69420,812368,2017-01-18 21:56:40.608626,new_page,1,treatment
124939,889280,2017-01-07 13:08:05.960977,new_page,1,treatment
124177,915091,2017-01-22 09:08:57.878376,new_page,1,treatment
191768,699791,2017-01-09 02:23:38.957040,new_page,1,treatment
114896,782562,2017-01-09 06:07:42.064986,new_page,1,treatment
95699,935587,2017-01-16 19:37:46.441866,new_page,1,treatment
174241,930926,2017-01-16 00:24:26.252413,new_page,1,treatment
94863,670849,2017-01-14 10:33:24.913144,new_page,1,treatment
118958,698096,2017-01-19 22:33:31.761035,new_page,1,treatment
276530,839602,2017-01-08 14:17:35.523317,new_page,1,treatment
227700,641562,2017-01-17 15:23:27.058063,new_page,1,treatment
284180,808451,2017-01-06 11:13:17.208691,new_page,1,treatment
278939,680944,2017-01-11 15:02:31.901456,new_page,1,treatment
118700,711948,2017-01-10 16:19:47.918454,new_page,1,treatment
154031,930001,2017-01-11 08:40:02.753497,new_page,1,treatment
47874,762683,2017-01-06 06:15:14.153910,new_page,1,treatment
248337,887859,2017-01-11 15:05:36.965971,new_page,1,treatment
86822,666045,2017-01-17 19:10:17.830638,new_page,1,treatment
136954,908912,2017-01-14 12:30:13.240288,new_page,1,treatment
147639,667859,2017-01-22 07:20:34.889867,new_page,1,treatment
177285,844390,2017-01-21 22:52:16.318934,new_page,1,treatment
186160,863594,2017-01-06 09:22:42.815473,new_page,1,treatment
37977,784298,2017-01-23 20:53:46.469061,new_page,1,treatment
287240,802657,2017-01-11 09:51:44.959389,new_page,1,treatment
98188,630836,2017-01-16 20:21:14.402812,new_page,1,treatment
203652,653497,2017-01-16 16:01:52.951379,new_page,1,treatment
131200,830612,2017-01-04 00:20:20.737506,new_page,1,treatment
200554,701548,2017-01-07 17:10:17.331041,new_page,1,treatment
120177,759824,2017-01-07 01:29:57.009053,new_page,1,treatment
10538,908889,2017-01-09 21:42:12.827165,new_page,1,treatment
123233,811198,2017-01-15 00:56:36.757350,new_page,1,treatment
262906,883719,2017-01-05 02:04:02.322235,new_page,1,treatment
230739,654463,2017-01-05 23:26:01.116984,new_page,1,treatment
38770,697301,2017-01-14 23:04:10.530149,new_page,1,treatment
192678,710219,2017-01-11 13:06:22.610818,new_page,1,treatment
83998,732009,2017-01-23 13:46:41.350685,new_page,1,treatment
33015,920453,2017-01-06 04:24:57.407828,new_page,1,treatment
183927,663822,2017-01-23 10:22:46.292728,new_page,1,treatment
289607,904471,2017-01-16 03:39:53.586501,new_page,1,treatment
173084,834828,2017-01-15 01:40:20.874587,new_page,1,treatment
288526,891984,2017-01-22 12:16:56.661860,new_page,1,treatment
139698,879881,2017-01-22 19:19:23.593595,new_page,1,treatment
121658,836806,2017-01-04 21:21:27.839915,new_page,1,treatment
220089,867845,2017-01-17 20:38:58.372220,new_page,1,treatment
99799,738870,2017-01-17 05:36:06.727146,new_page,1,treatment
137512,929116,2017-01-20 00:12:31.088516,new_page,1,treatment
227089,888463,2017-01-07 11:01:03.240204,new_page,1,treatment
68596,681245,2017-01-07 04:12:51.377810,new_page,1,treatment
75350,709049,2017-01-22 06:57:46.467429,new_page,1,treatment
136727,770789,2017-01-20 08:53:50.224870,new_page,1,treatment
166809,816692,2017-01-21 02:47:30.399462,new_page,1,treatment
44608,855576,2017-01-10 05:46:31.533565,new_page,1,treatment
119617,827820,2017-01-24 03:23:18.302328,new_page,1,treatment
207035,747799,2017-01-06 02:14:06.636395,new_page,1,treatment
59621,787947,2017-01-16 07:03:18.748472,new_page,1,treatment
137929,921937,2017-01-14 01:10:47.972504,new_page,1,treatment
52089,729718,2017-01-23 02:54:19.842749,new_page,1,treatment
259970,878426,2017-01-09 07:42:37.541205,new_page,1,treatment
113427,849489,2017-01-18 01:06:00.191723,new_page,1,treatment
275796,904273,2017-01-23 11:53:19.640920,new_page,1,treatment
194090,862033,2017-01-06 17:58:00.127771,new_page,1,treatment
124115,926930,2017-01-14 23:45:31.156502,new_page,1,treatment
127605,929960,2017-01-19 04:13:20.367583,new_page,1,treatment
30334,792873,2017-01-10 13:09:59.218844,new_page,1,treatment
252219,654325,2017-01-06 22:27:42.311073,new_page,1,treatment
47198,844673,2017-01-14 19:01:46.369620,new_page,1,treatment
264160,856587,2017-01-24 07:22:04.258841,new_page,1,treatment
14677,933852,2017-01-20 14:06:51.123771,new_page,1,treatment
1886,773322,2017-01-22 23:58:04.988659,new_page,1,treatment
3145,837493,2017-01-22 18:53:29.250120,new_page,1,treatment
199025,848327,2017-01-16 01:23:04.183480,new_page,1,treatment
65516,744271,2017-01-17 22:11:49.981015,new_page,1,treatment
73799,836023,2017-01-17 18:10:58.853151,new_page,1,treatment
214722,883729,2017-01-10 12:42:17.144675,new_page,1,treatment
126303,892579,2017-01-24 04:14:35.407231,new_page,1,treatment
24131,696567,2017-01-13 16:07:31.704111,new_page,1,treatment
88153,892812,2017-01-23 06:31:32.690630,new_page,1,treatment
10904,693315,2017-01-22 09:07:50.215077,new_page,1,treatment
219864,892907,2017-01-18 05:57:32.337444,new_page,1,treatment
67891,661436,2017-01-19 06:53:40.363410,new_page,1,treatment
189706,665016,2017-01-24 07:02:56.253755,new_page,1,treatment
58110,829455,2017-01-19 00:10:04.300371,new_page,1,treatment
33872,775186,2017-01-03 18:05:16.745100,new_page,1,treatment
267816,931709,2017-01-12 20:40:22.322751,new_page,1,treatment
80183,930859,2017-01-17 01:35:57.003957,new_page,1,treatment
56631,637020,2017-01-05 08:01:43.689747,new_page,1,treatment
117232,772169,2017-01-06 00:18:14.174249,new_page,1,treatment
208951,858232,2017-01-11 02:45:08.829641,new_page,1,treatment
60542,633936,2017-01-06 13:54:34.319256,new_page,1,treatment
221792,767168,2017-01-18 10:41:18.578523,new_page,1,treatment
151577,904118,2017-01-09 01:20:04.245166,new_page,1,treatment
23263,778733,2017-01-15 03:24:25.535074,new_page,1,treatment
116706,874889,2017-01-07 23:50:45.686602,new_page,1,treatment
158881,935385,2017-01-11 14:13:30.853495,new_page,1,treatment
281211,853012,2017-01-10 15:07:40.989635,new_page,1,treatment
19136,738992,2017-01-09 23:42:56.724897,new_page,1,treatment
75558,902268,2017-01-18 12:03:00.863201,new_page,1,treatment
645,762827,2017-01-20 04:34:30.431252,new_page,1,treatment
101618,843296,2017-01-23 03:44:43.148062,new_page,1,treatment
164486,747820,2017-01-04 10:47:47.249639,new_page,1,treatment
293074,856354,2017-01-20 00:06:54.068875,new_page,1,treatment
99539,937152,2017-01-03 16:31:20.684553,new_page,1,treatment
72547,883706,2017-01-21 14:01:40.854369,new_page,1,treatment
237496,916285,2017-01-11 23:51:00.807851,new_page,1,treatment
43421,769592,2017-01-19 16:29:56.170895,old_page,1,treatment
110253,632754,2017-01-04 02:49:35.297638,new_page,1,treatment
13829,660499,2017-01-05 01:19:09.778601,new_page,1,treatment
134099,695850,2017-01-23 01:33:58.398669,new_page,1,treatment
172511,928586,2017-01-14 16:05:26.028890,new_page,1,treatment
284169,704432,2017-01-12 04:03:55.660620,new_page,1,treatment
238959,762369,2017-01-20 16:28:13.411730,new_page,1,treatment
45973,800070,2017-01-19 11:45:43.227851,new_page,1,treatment
291419,709193,2017-01-13 04:39:44.912968,new_page,1,treatment
264889,739089,2017-01-19 12:23:41.087647,new_page,1,treatment
217718,892664,2017-01-15 12:54:47.576621,new_page,1,treatment
183949,904244,2017-01-12 12:47:21.724139,new_page,1,treatment
88881,654799,2017-01-15 10:52:22.270048,new_page,1,treatment
207361,832871,2017-01-16 19:06:47.965379,new_page,1,treatment
118893,673660,2017-01-06 00:54:17.892969,new_page,1,treatment
33255,844895,2017-01-19 22:59:39.414886,new_page,1,treatment
147953,875561,2017-01-09 12:53:25.380115,new_page,1,treatment
95360,827128,2017-01-04 08:14:54.074910,new_page,1,treatment
67419,741857,2017-01-12 09:04:17.420166,new_page,1,treatment
6093,691698,2017-01-07 19:57:44.172564,new_page,1,treatment
129573,670281,2017-01-12 15:14:35.419312,new_page,1,treatment
273307,891638,2017-01-06 12:55:26.199292,new_page,1,treatment
200584,774415,2017-01-14 09:05:29.996491,new_page,1,treatment
43744,674611,2017-01-21 22:05:30.239068,new_page,1,treatment
246709,842830,2017-01-05 18:41:41.681943,new_page,1,treatment
127121,900287,2017-01-09 12:02:45.495986,new_page,1,treatment
257711,753094,2017-01-07 04:01:08.056777,new_page,1,treatment
139647,657406,2017-01-02 16:51:19.901976,new_page,1,treatment
197554,906604,2017-01-16 02:34:51.448691,new_page,1,treatment
21582,720443,2017-01-15 22:59:41.787934,new_page,1,treatment
288937,747943,2017-01-24 05:53:13.645215,new_page,1,treatment
158248,660903,2017-01-16 22:55:39.840723,new_page,1,treatment
38722,904960,2017-01-09 13:55:31.798252,new_page,1,treatment
218785,910900,2017-01-13 22:24:38.713484,new_page,1,treatment
58820,657273,2017-01-15 10:12:57.048522,new_page,1,treatment
142857,806943,2017-01-15 16:31:38.927004,new_page,1,treatment
180280,933297,2017-01-15 00:43:04.459970,new_page,1,treatment
81172,697557,2017-01-13 10:51:15.349871,new_page,1,treatment
150589,746175,2017-01-06 02:17:04.972244,new_page,1,treatment
93537,904708,2017-01-12 17:59:15.457949,new_page,1,treatment
81543,927771,2017-01-10 21:46:46.566000,new_page,1,treatment
60927,642294,2017-01-05 14:59:54.596719,new_page,1,treatment
246815,702850,2017-01-21 21:14:19.714369,new_page,1,treatment
245574,693460,2017-01-17 07:05:59.148971,new_page,1,treatment
207655,633474,2017-01-13 19:41:02.384686,new_page,1,treatment
125767,768265,2017-01-06 12:28:07.026877,new_page,1,treatment
232085,849800,2017-01-18 06:41:13.081169,new_page,1,treatment
216149,769494,2017-01-17 04:39:27.229776,new_page,1,treatment
29716,848651,2017-01-17 01:53:37.099635,new_page,1,treatment
250589,871451,2017-01-10 04:05:24.039309,new_page,1,treatment
151136,834860,2017-01-19 18:21:59.451437,new_page,1,treatment
156218,634938,2017-01-13 14:40:27.956982,new_page,1,treatment
55582,720824,2017-01-22 02:00:35.456756,new_page,1,treatment
180767,687985,2017-01-17 10:47:54.193484,new_page,1,treatment
270569,653495,2017-01-13 18:18:52.392153,new_page,1,treatment
165796,751252,2017-01-17 02:41:26.942385,new_page,1,treatment
24730,630319,2017-01-16 06:45:41.221832,new_page,1,treatment
152844,777407,2017-01-06 10:09:32.637348,new_page,1,treatment
82964,753695,2017-01-10 01:59:37.885933,new_page,1,treatment
200174,653721,2017-01-04 18:53:15.615455,new_page,1,treatment
115666,865039,2017-01-14 02:36:04.243617,new_page,1,treatment
228062,697473,2017-01-20 11:19:06.890998,new_page,1,treatment
65066,928557,2017-01-11 04:59:05.365708,new_page,1,treatment
267010,903667,2017-01-11 09:33:00.729606,new_page,1,treatment
174293,722222,2017-01-04 01:53:45.453000,new_page,1,treatment
114823,875633,2017-01-06 18:57:28.395812,new_page,1,treatment
153277,699755,2017-01-19 01:19:06.694926,new_page,1,treatment
255690,670559,2017-01-06 09:25:36.963257,new_page,1,treatment
19585,874978,2017-01-07 00:26:58.767324,new_page,1,treatment
81096,785692,2017-01-07 14:06:36.186742,new_page,1,treatment
83098,827912,2017-01-22 17:07:43.269669,new_page,1,treatment
232266,882037,2017-01-03 10:19:52.864127,new_page,1,treatment
254157,670234,2017-01-03 23:58:32.123958,new_page,1,treatment
265089,921950,2017-01-03 10:34:26.973995,new_page,1,treatment
50930,776057,2017-01-17 20:49:48.962798,new_page,1,treatment
8654,779749,2017-01-23 13:35:15.632071,new_page,1,treatment
66999,808901,2017-01-04 17:45:43.108398,new_page,1,treatment
166426,735725,2017-01-04 20:41:39.452002,new_page,1,treatment
228269,876443,2017-01-23 07:42:50.119495,new_page,1,treatment
133271,902468,2017-01-13 17:44:27.049123,new_page,1,treatment
109345,812977,2017-01-23 22:25:18.191822,new_page,1,treatment
118369,931303,2017-01-17 05:34:59.905473,new_page,1,treatment
55048,787094,2017-01-07 12:26:48.970024,new_page,1,treatment
78792,721529,2017-01-07 20:16:41.064289,new_page,1,treatment
244648,655002,2017-01-06 02:16:26.605579,new_page,1,treatment
273808,730780,2017-01-07 14:08:17.324207,new_page,1,treatment
42793,703650,2017-01-07 00:46:50.617715,new_page,1,treatment
225264,793173,2017-01-20 13:49:15.803102,new_page,1,treatment
233032,869303,2017-01-02 20:57:50.757671,new_page,1,treatment
212519,640080,2017-01-05 15:40:30.295610,new_page,1,treatment
31714,728063,2017-01-15 08:10:07.778875,new_page,1,treatment
89683,754855,2017-01-15 15:39:42.610563,new_page,1,treatment
33646,825223,2017-01-18 01:42:12.555736,new_page,1,treatment
151015,707229,2017-01-17 07:26:03.416911,new_page,1,treatment
61574,754384,2017-01-14 09:27:39.133487,new_page,1,treatment
262872,753407,2017-01-17 21:29:56.177121,new_page,1,treatment
56701,787743,2017-01-04 22:38:50.444361,new_page,1,treatment
242217,927342,2017-01-12 23:35:33.085169,new_page,1,treatment
217238,921100,2017-01-09 22:05:54.522212,new_page,1,treatment
194328,739712,2017-01-24 04:46:32.077673,new_page,1,treatment
173459,859216,2017-01-20 22:47:03.843107,new_page,1,treatment
12873,827307,2017-01-03 19:07:30.675483,new_page,1,treatment
221128,863804,2017-01-08 23:37:06.093629,new_page,1,treatment
81841,691272,2017-01-14 20:31:58.856713,new_page,1,treatment
32,875124,2017-01-05 15:39:25.439906,new_page,1,treatment
184685,781890,2017-01-14 19:03:33.962294,new_page,1,treatment
253069,771677,2017-01-20 20:14:31.910605,new_page,1,treatment
140075,636756,2017-01-12 03:51:29.517409,new_page,1,treatment
270855,826336,2017-01-18 01:06:45.554622,new_page,1,treatment
130168,858642,2017-01-05 09:09:02.097049,new_page,1,treatment
245986,671470,2017-01-12 13:58:29.109429,new_page,1,treatment
251901,727089,2017-01-12 07:14:16.927199,new_page,1,treatment
232220,764195,2017-01-05 22:02:54.482626,new_page,1,treatment
123454,824912,2017-01-08 19:23:55.116750,new_page,1,treatment
42597,757006,2017-01-23 14:09:43.913471,new_page,1,treatment
224801,734714,2017-01-16 14:13:15.342964,new_page,1,treatment
29603,806408,2017-01-08 11:13:31.740712,new_page,1,treatment
119730,759125,2017-01-08 22:30:32.105999,new_page,1,treatment
63365,876756,2017-01-11 09:03:21.301361,new_page,1,treatment
175166,696513,2017-01-12 12:26:23.774967,new_page,1,treatment
207997,869164,2017-01-15 05:08:19.372471,new_page,1,treatment
146944,641612,2017-01-04 13:21:57.520938,new_page,1,treatment
122981,640366,2017-01-13 09:49:04.484139,new_page,1,treatment
89873,839317,2017-01-13 16:09:46.831994,new_page,1,treatment
45117,731325,2017-01-09 01:56:37.106013,new_page,1,treatment
220267,685427,2017-01-17 09:32:37.020203,new_page,1,treatment
251465,651115,2017-01-24 11:34:10.329874,new_page,1,treatment
85137,843643,2017-01-12 08:33:40.931087,new_page,1,treatment
250242,824056,2017-01-17 23:08:05.358767,new_page,1,treatment
115304,789604,2017-01-22 09:24:44.468855,new_page,1,treatment
210257,880040,2017-01-15 04:29:35.520614,new_page,1,treatment
235026,737661,2017-01-15 09:30:50.506027,new_page,1,treatment
211613,668729,2017-01-03 01:49:13.093849,new_page,1,treatment
214165,793449,2017-01-17 08:41:00.345022,new_page,1,treatment
1169,788382,2017-01-08 02:03:27.514157,new_page,1,treatment
150738,715045,2017-01-17 07:42:09.760052,new_page,1,treatment
226523,902213,2017-01-07 16:05:55.809036,new_page,1,treatment
117558,731101,2017-01-16 05:55:54.727961,new_page,1,treatment
74426,876083,2017-01-20 17:39:21.047146,new_page,1,treatment
245533,785508,2017-01-03 13:43:11.199089,new_page,1,treatment
200651,722376,2017-01-15 15:41:00.592774,new_page,1,treatment
199461,874944,2017-01-16 01:11:20.624035,new_page,1,treatment
22404,863363,2017-01-11 12:14:15.653841,new_page,1,treatment
39938,752573,2017-01-22 11:47:59.805700,new_page,1,treatment
127075,785366,2017-01-20 15:06:34.473919,new_page,1,treatment
130691,718050,2017-01-13 23:33:10.228919,new_page,1,treatment
197568,874057,2017-01-09 22:44:09.918275,new_page,1,treatment
264700,798497,2017-01-24 07:28:20.317480,new_page,1,treatment
782,652200,2017-01-13 18:04:33.927861,new_page,1,treatment
30422,802883,2017-01-18 16:23:05.523625,new_page,1,treatment
287885,894566,2017-01-05 06:35:58.026773,new_page,1,treatment
254428,793125,2017-01-20 10:53:39.844633,new_page,1,treatment
3874,704223,2017-01-13 01:40:13.519325,new_page,1,treatment
276486,839037,2017-01-04 23:06:24.903416,new_page,1,treatment
8769,901159,2017-01-22 23:12:13.710229,new_page,1,treatment
92156,896403,2017-01-12 03:31:40.584349,new_page,1,treatment
286309,693822,2017-01-06 09:46:09.499191,new_page,1,treatment
138690,882942,2017-01-19 08:18:13.036005,new_page,1,treatment
242141,796436,2017-01-11 18:33:55.749739,new_page,1,treatment
49424,691787,2017-01-17 06:33:30.506877,new_page,1,treatment
256528,840158,2017-01-06 06:32:24.081699,new_page,1,treatment
134735,820422,2017-01-09 06:28:00.306954,new_page,1,treatment
218902,694842,2017-01-18 00:09:26.263673,new_page,1,treatment
200472,803739,2017-01-14 22:14:33.142059,new_page,1,treatment
28258,850146,2017-01-13 15:59:29.979308,new_page,1,treatment
120798,845606,2017-01-09 04:56:53.367516,new_page,1,treatment
62955,631536,2017-01-06 13:14:50.091908,new_page,1,treatment
229525,691098,2017-01-09 01:53:52.024074,new_page,1,treatment
232941,752764,2017-01-08 23:23:30.399882,new_page,1,treatment
65481,895379,2017-01-04 18:56:19.082215,new_page,1,treatment
59884,902973,2017-01-13 17:43:53.544643,new_page,1,treatment
209243,811290,2017-01-06 05:04:23.551375,new_page,1,treatment
203526,864886,2017-01-05 17:17:54.856101,new_page,1,treatment
120047,789932,2017-01-10 08:32:48.627135,new_page,1,treatment
263638,854192,2017-01-03 20:09:53.945951,new_page,1,treatment
163239,828448,2017-01-21 00:44:26.057405,new_page,1,treatment
264107,891709,2017-01-11 18:00:13.179037,new_page,1,treatment
44632,800787,2017-01-24 04:20:43.011228,new_page,1,treatment
62505,908150,2017-01-02 17:14:08.558547,new_page,1,treatment
261756,860942,2017-01-16 09:54:18.406820,new_page,1,treatment
69667,849621,2017-01-16 03:22:45.563289,new_page,1,treatment
237376,653101,2017-01-18 09:07:48.404646,new_page,1,treatment
238385,786063,2017-01-07 13:04:13.772907,new_page,1,treatment
96755,783277,2017-01-09 06:17:42.241278,new_page,1,treatment
73420,797263,2017-01-17 01:15:33.795386,new_page,1,treatment
13473,648542,2017-01-23 06:07:07.251443,new_page,1,treatment
148684,730756,2017-01-15 13:53:55.990897,new_page,1,treatment
275523,730555,2017-01-03 21:45:59.648937,new_page,1,treatment
53497,930005,2017-01-24 05:42:27.508497,new_page,1,treatment
25016,834588,2017-01-09 22:12:47.591170,new_page,1,treatment
81886,837072,2017-01-14 12:01:53.300060,new_page,1,treatment
226468,942669,2017-01-19 10:51:56.231768,new_page,1,treatment
212876,934548,2017-01-04 16:56:51.434777,new_page,1,treatment
